"","record","gender","age","age_category","state","use_smartphone","use_tablet","use_computer","use_smarttv","use_console","use_other","phonetype","q1","q3","q5","q6","q8","q13","q14","q15","q16","q17","q18","dstraightliner","selfrated_usage","qusage2_iosc1","qusage2_iosc2","noanswerqusage2_ios_r99","qusage2_andr1c1","qusage2_andr1c2","qusage2_andr2c1","qusage2_andr2c2","qusage2_andr3c1","qusage2_andr3c2","qusage2_andr4c1","qusage2_andr4c2","qusage2_andr5c1","qusage2_andr5c2","qusage2_andr6c1","qusage2_andr6c2","qusage2_andr7c1","qusage2_andr7c2","noanswerqusage2_and_r99","unique_psu_responses","problematic_only1uniquepsu","usage_minutes","qusage2_andr_day1","qusage2_andr_day2","qusage2_andr_day3","qusage2_andr_day4","qusage2_andr_day5","qusage2_andr_day6","qusage2_andr_day7","androidusage_minutes","usage_hours","isfemale","malefemale","usage_loghours","iphone_user","device_count","q1_agree","q3_agree","q5_agree","q6_agree","q8_agree","q13_agree","q14_agree","q15_agree","q16_agree","q17_agree","q18_agree","selfrated_usage_rawnumeric","selfrated_usage_numeric","selfrated_min","selfrated_max","selfrated_usage_accuracy","problematic_morethan16hours","problematic_inconsistentselfwithgt8","problematic_morethan12hours","android_day_unique","probelmatic_android_repeat","problematic_missingusage","problematic_missingselfratedusage","has_missingdata","has_validity_issue","retain","probsmart","techconcern"
"1127",1696,"Female",52,"45-54","VIC",1,1,1,0,0,0,"iphone",3,4,4,4,2,2,3,3,4,4,5,"No","2 to 3 hours",3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,183,NA,NA,NA,NA,NA,NA,NA,NA,3.05,TRUE,"Female",1.39871688111845,TRUE,3,0,1,1,1,0,0,0,0,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4
"1129",1699,"Female",55,"55-64","SA",1,1,0,1,0,0,"iphone",2,2,1,1,1,1,1,2,3,2,4,"No","Less than 1 hour",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,60,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,"Female",0.693147180559945,TRUE,3,0,0,0,0,0,0,0,0,0,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,2.75
"1130",1701,"Male",52,"45-54","NSW",1,1,0,0,0,0,"iphone",2,3,2,2,1,3,3,2,3,3,3,"No","1 to 2 hours",4,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,254,NA,NA,NA,NA,NA,NA,NA,NA,4.23333333333333,FALSE,"Male",1.65504842368615,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,2.75
"1131",1703,"Female",57,"55-64","NSW",1,1,1,0,0,0,"iphone",2,3,3,4,2,2,2,4,3,2,5,"No","2 to 3 hours",2,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,132,NA,NA,NA,NA,NA,NA,NA,NA,2.2,TRUE,"Female",1.16315080980568,TRUE,3,0,0,0,1,0,0,0,1,0,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.5
"1133",1702,"Female",58,"55-64","NSW",1,1,1,0,0,0,"android",2,3,2,3,3,1,4,3,5,5,5,"No","Less than 1 hour",NA,NA,NA,2,10,2,30,2,32,3,20,2,15,2,45,2,55,0,5,FALSE,158.142857142857,130,150,152,200,135,165,175,158.142857142857,2.63571428571429,TRUE,"Female",1.29080559394122,FALSE,3,0,0,0,0,0,0,1,0,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4.5
"1134",1706,"Female",66,"65-120","QLD",1,1,1,1,0,0,"iphone",2,2,2,1,1,1,1,4,4,5,5,"No","Less than 1 hour",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,61,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,TRUE,"Female",0.70144598337464,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,4.5
"1135",1707,"Female",28,"25-34","NSW",1,1,1,0,0,0,"iphone",4,3,3,3,2,2,2,5,5,4,5,"No","Less than 1 hour",2,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,135,NA,NA,NA,NA,NA,NA,NA,NA,2.25,TRUE,"Female",1.17865499634165,TRUE,3,1,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,4.75
"1136",1708,"Male",25,"25-34","NSW",1,1,1,1,1,0,"iphone",5,4,5,3,3,3,3,4,3,4,3,"No","3 to 4 hours",4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,241,NA,NA,NA,NA,NA,NA,NA,NA,4.01666666666667,FALSE,"Male",1.61276570252677,TRUE,5,1,1,1,0,0,0,0,1,0,1,0,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,3.5
"1140",1716,"Female",45,"45-54","VIC",1,1,1,0,0,0,"iphone",4,4,4,3,3,3,3,3,3,3,3,"No","3 to 4 hours",2,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,153,NA,NA,NA,NA,NA,NA,NA,NA,2.55,TRUE,"Female",1.26694760348732,TRUE,3,1,1,1,0,0,0,0,0,0,0,0,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3
"1142",1714,"Male",70,"65-120","VIC",1,0,1,1,1,0,"android",2,2,1,2,1,1,1,4,4,2,4,"No","Less than 1 hour",NA,NA,NA,1,22,1,23,0,59,1,13,2,8,1,46,0,52,0,4,FALSE,83.2857142857143,82,83,59,73,128,106,52,83.2857142857143,1.38809523809524,FALSE,"Male",0.870496076684522,FALSE,4,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,3.5
"1143",1715,"Female",43,"35-44","QLD",1,1,1,1,1,0,"android",1,4,5,5,4,1,3,5,4,5,4,"No","More than 4 hours",NA,NA,NA,5,47,7,20,5,40,8,28,5,45,6,31,3,24,0,5,FALSE,367.857142857143,347,440,340,508,345,391,204,367.857142857143,6.13095238095238,TRUE,"Female",1.96444479927214,FALSE,5,0,1,1,1,1,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,4.5
"1147",1725,"Male",21,"18-24","NSW",1,0,1,1,1,0,"iphone",4,5,5,5,5,4,5,5,5,5,4,"No","More than 4 hours",7,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,435,NA,NA,NA,NA,NA,NA,NA,NA,7.25,FALSE,"Male",2.11021320034659,TRUE,4,1,1,1,1,1,1,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.71428571428571,4.75
"1150",1726,"Male",48,"45-54","WA",1,0,1,0,0,0,"iphone",1,2,2,4,2,1,1,5,5,4,4,"No","Less than 1 hour",2,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,160,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,FALSE,"Male",1.29928298413026,TRUE,2,0,0,0,1,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,4.5
"1155",1736,"Male",44,"35-44","NSW",1,0,0,0,0,0,"android",3,4,4,3,4,3,4,4,4,4,4,"No","3 to 4 hours",NA,NA,NA,8,30,8,0,6,0,8,0,6,0,8,0,4,0,0,2,FALSE,415.714285714286,510,480,360,480,360,480,240,415.714285714286,6.92857142857143,FALSE,"Male",2.07047287169708,FALSE,1,0,1,1,0,1,0,1,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,4
"1156",1734,"Male",64,"55-64","VIC",1,1,1,0,0,0,"android",3,2,4,4,2,4,3,5,5,5,5,"No","3 to 4 hours",NA,NA,NA,3,0,3,30,3,45,3,0,4,0,4,20,4,30,0,4,FALSE,223.571428571429,180,210,225,180,240,260,270,223.571428571429,3.72619047619048,FALSE,"Male",1.55311948184388,FALSE,3,0,0,1,1,0,1,0,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,5
"1157",1737,"Male",52,"45-54","NSW",1,1,1,0,0,0,"android",3,4,4,3,2,3,3,4,3,2,4,"No","Less than 1 hour",NA,NA,NA,0,22,0,10,0,15,0,5,0,5,0,8,0,2,0,3,FALSE,9.57142857142857,22,10,15,5,5,8,2,9.57142857142857,0.15952380952381,FALSE,"Male",0.148009411805176,FALSE,3,0,1,1,0,0,0,0,1,0,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,3.25
"1158",1738,"Male",59,"55-64","WA",1,1,1,1,0,0,"android",4,2,3,4,4,2,2,4,4,3,4,"No","2 to 3 hours",NA,NA,NA,2,15,2,10,3,15,3,25,2,5,1,15,2,10,0,4,FALSE,142.142857142857,135,130,195,205,125,75,130,142.142857142857,2.36904761904762,FALSE,"Male",1.21463009879992,FALSE,4,1,0,0,1,1,0,0,1,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3.75
"1159",1746,"Female",22,"18-24","QLD",1,0,1,0,0,0,"iphone",3,3,3,3,3,2,3,3,4,4,5,"No","More than 4 hours",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,422,NA,NA,NA,NA,NA,NA,NA,NA,7.03333333333333,TRUE,"Female",2.0835995518285,TRUE,2,0,0,0,0,0,0,0,0,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4
"1161",1745,"Female",43,"35-44","SA",1,1,1,1,1,0,"iphone",3,3,4,4,4,4,4,3,3,3,4,"No","More than 4 hours",5,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,327,NA,NA,NA,NA,NA,NA,NA,NA,5.45,TRUE,"Female",1.86408013080768,TRUE,5,0,0,1,1,1,1,1,0,0,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,3.25
"1164",1747,"Male",64,"55-64","QLD",1,1,1,0,0,0,"android",2,2,2,1,2,2,2,3,3,2,4,"No","1 to 2 hours",NA,NA,NA,1,42,0,49,1,11,2,24,0,57,1,38,1,14,0,4,FALSE,85,102,49,71,144,57,98,74,85,1.41666666666667,FALSE,"Male",0.882389180198474,FALSE,3,0,0,0,0,0,0,0,0,0,0,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,3
"1166",1752,"Female",62,"55-64","WA",1,1,1,0,0,0,"iphone",2,1,1,1,1,1,4,5,4,5,5,"No","Less than 1 hour",0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,26,NA,NA,NA,NA,NA,NA,NA,NA,0.433333333333333,TRUE,"Female",0.360002734031407,TRUE,3,0,0,0,0,0,0,1,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,4.75
"1167",1753,"Male",36,"35-44","NSW",1,0,1,1,0,0,"android",3,2,2,4,3,2,2,5,5,5,5,"No","2 to 3 hours",NA,NA,NA,2,30,3,10,2,40,3,25,1,40,2,25,1,55,0,4,FALSE,152.142857142857,150,190,160,205,100,145,115,152.142857142857,2.53571428571429,FALSE,"Male",1.26291533995939,FALSE,3,0,0,0,1,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,5
"1168",1740,"Female",27,"25-34","SA",1,0,1,0,0,0,"android",2,2,2,4,2,1,1,5,4,4,4,"No","1 to 2 hours",NA,NA,NA,4,10,3,20,8,48,4,48,3,55,4,9,3,54,0,4,FALSE,283.428571428571,250,200,528,288,235,249,234,283.428571428571,4.72380952380952,TRUE,"Female",1.74463458437768,FALSE,2,0,0,0,1,0,0,0,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4.25
"1169",1750,"Male",63,"55-64","NSW",1,0,1,1,0,0,"iphone",2,1,2,2,1,1,1,5,4,5,5,"No","Less than 1 hour",0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,32,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,FALSE,"Male",0.42744401482694,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,4.75
"1170",1748,"Female",62,"55-64","ACT",1,1,1,1,0,0,"iphone",2,2,2,2,2,2,2,4,4,3,4,"No","Less than 1 hour",1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,63,NA,NA,NA,NA,NA,NA,NA,NA,1.05,TRUE,"Female",0.717839793150317,TRUE,4,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"1173",1760,"Male",23,"18-24","QLD",1,0,1,1,1,0,"iphone",4,4,4,5,3,5,3,2,3,4,5,"No","1 to 2 hours",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,62,NA,NA,NA,NA,NA,NA,NA,NA,1.03333333333333,FALSE,"Male",0.709676482511156,TRUE,4,1,1,1,1,0,1,0,0,0,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3.5
"1176",1766,"Female",20,"18-24","QLD",1,0,0,0,0,0,"iphone",5,5,4,4,4,4,5,4,4,4,3,"No","More than 4 hours",8,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,500,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,TRUE,"Female",2.23359222150709,TRUE,1,1,1,1,1,1,1,1,1,1,1,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.42857142857143,3.75
"1177",1767,"Female",21,"18-24","WA",1,0,0,0,0,0,"iphone",3,4,3,4,3,4,3,3,3,3,4,"No","3 to 4 hours",4,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,296,NA,NA,NA,NA,NA,NA,NA,NA,4.93333333333333,TRUE,"Female",1.78058616862993,TRUE,1,0,1,0,1,0,1,0,0,0,0,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3.25
"1178",1770,"Female",49,"45-54","VIC",1,1,0,1,0,0,"iphone",5,4,4,4,3,2,2,3,5,3,3,"No","More than 4 hours",5,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,337,NA,NA,NA,NA,NA,NA,NA,NA,5.61666666666667,TRUE,"Female",1.88959171846509,TRUE,3,1,1,1,1,0,0,0,0,1,0,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3.5
"1180",1772,"Male",64,"55-64","VIC",1,1,1,0,0,0,"android",2,2,2,2,2,2,2,4,4,3,5,"No","Less than 1 hour",NA,NA,NA,0,5,0,6,0,11,0,15,0,5,0,3,0,5,0,4,FALSE,7.14285714285714,5,6,11,15,5,3,5,7.14285714285714,0.119047619047619,FALSE,"Male",0.11247798342669,FALSE,3,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4
"1181",1774,"Female",30,"25-34","NT",1,0,0,0,0,0,"android",3,4,4,3,2,2,2,2,3,3,3,"No","3 to 4 hours",NA,NA,NA,4,0,3,0,4,0,2,0,4,0,5,0,3,0,0,3,FALSE,214.285714285714,240,180,240,120,240,300,180,214.285714285714,3.57142857142857,TRUE,"Female",1.51982575374441,FALSE,1,0,1,1,0,0,0,0,0,0,0,0,4,210,3,4,"accurate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,2.75
"1182",1773,"Female",32,"25-34","WA",1,0,1,0,0,0,"android",2,4,5,5,2,2,2,4,5,4,4,"No","More than 4 hours",NA,NA,NA,6,27,7,48,5,19,4,36,4,0,4,13,5,14,0,4,FALSE,322.428571428571,387,468,319,276,240,253,314,322.428571428571,5.37380952380952,TRUE,"Female",1.85219733224294,FALSE,2,0,1,1,1,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.25
"1183",1777,"Male",38,"35-44","VIC",1,1,1,1,0,0,"android",5,5,5,5,4,5,2,3,5,2,5,"No","More than 4 hours",NA,NA,NA,2,3,1,47,1,56,2,13,2,7,2,45,2,56,0,4,FALSE,135.285714285714,123,107,116,133,127,165,176,135.285714285714,2.2547619047619,FALSE,"Male",1.18011912544654,FALSE,4,1,1,1,1,1,1,0,0,1,0,1,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.42857142857143,3.75
"1185",1776,"Male",44,"35-44","NSW",1,1,0,1,0,0,"iphone",4,4,3,2,2,1,1,2,5,4,2,"No","2 to 3 hours",1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,110,NA,NA,NA,NA,NA,NA,NA,NA,1.83333333333333,FALSE,"Male",1.04145387482816,TRUE,3,1,1,0,0,0,0,0,0,1,1,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,3.25
"1187",1783,"Female",22,"18-24","WA",1,0,1,1,0,0,"iphone",4,3,3,3,2,2,3,3,3,3,3,"No","2 to 3 hours",5,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,317,NA,NA,NA,NA,NA,NA,NA,NA,5.28333333333333,TRUE,"Female",1.83790062522591,TRUE,3,1,0,0,0,0,0,0,0,0,0,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,3
"1188",1784,"Female",24,"18-24","VIC",1,1,1,1,1,0,"iphone",3,4,2,2,2,4,4,4,4,4,4,"No","More than 4 hours",1,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,113,NA,NA,NA,NA,NA,NA,NA,NA,1.88333333333333,TRUE,"Female",1.05894703227568,TRUE,5,0,1,0,0,0,1,1,1,1,1,1,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4
"1189",1782,"Female",66,"65-120","SA",1,1,0,1,0,0,"android",4,2,2,4,2,2,4,2,2,2,4,"No","1 to 2 hours",NA,NA,NA,1,0,5,48,8,30,2,51,3,58,1,33,4,32,0,4,FALSE,241.714285714286,60,348,510,171,238,93,272,241.714285714286,4.02857142857143,TRUE,"Female",1.61513593354874,FALSE,3,1,0,0,1,0,0,1,0,0,0,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,2.5
"1191",1787,"Male",28,"25-34","NSW",1,1,1,1,1,0,"iphone",2,4,3,4,3,4,3,4,3,4,5,"No","3 to 4 hours",2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,128,NA,NA,NA,NA,NA,NA,NA,NA,2.13333333333333,FALSE,"Male",1.14209740060785,TRUE,5,0,1,0,1,0,1,0,1,0,1,1,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,4
"1193",1788,"Male",69,"65-120","WA",1,0,1,0,0,0,"iphone",3,2,3,4,2,2,2,4,5,5,5,"No","1 to 2 hours",1,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,86,NA,NA,NA,NA,NA,NA,NA,NA,1.43333333333333,FALSE,"Male",0.889262059486236,TRUE,2,0,0,0,1,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4.75
"1194",1792,"Female",22,"18-24","NSW",1,1,1,1,1,0,"iphone",4,5,3,4,2,3,4,4,5,4,5,"No","More than 4 hours",8,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,509,NA,NA,NA,NA,NA,NA,NA,NA,8.48333333333333,TRUE,"Female",2.24953587190423,TRUE,5,1,1,0,1,0,0,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,4.5
"1196",1794,"Male",56,"55-64","NSW",1,1,1,1,0,0,"iphone",2,2,3,3,2,1,2,4,4,3,5,"No","Less than 1 hour",0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,54,NA,NA,NA,NA,NA,NA,NA,NA,0.9,FALSE,"Male",0.641853886172395,TRUE,4,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4
"1197",1793,"Female",71,"65-120","NSW",1,0,1,0,0,0,"iphone",1,2,1,2,1,1,1,3,3,4,4,"No","Less than 1 hour",1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,TRUE,"Female",0.980829253011726,TRUE,2,0,0,0,0,0,0,0,0,0,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,3.5
"1199",1801,"Female",35,"35-44","NSW",1,1,1,1,1,0,"iphone",5,4,5,4,3,4,1,4,4,3,4,"No","2 to 3 hours",1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,65,NA,NA,NA,NA,NA,NA,NA,NA,1.08333333333333,TRUE,"Female",0.7339691750802,TRUE,5,1,1,1,1,0,1,0,1,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,3.75
"1201",1803,"Male",35,"35-44","NSW",1,1,1,0,0,0,"android",4,4,3,3,3,2,4,5,4,3,4,"No","More than 4 hours",NA,NA,NA,0,55,1,41,1,15,1,12,1,21,1,37,1,45,0,4,FALSE,83.7142857142857,55,101,75,72,81,97,105,83.7142857142857,1.3952380952381,FALSE,"Male",0.87348263938227,FALSE,3,1,1,0,0,0,0,1,1,1,0,1,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,4
"1202",1798,"Male",25,"25-34","NSW",1,0,1,0,0,0,"iphone",4,4,3,3,4,4,4,3,4,3,5,"No","2 to 3 hours",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,302,NA,NA,NA,NA,NA,NA,NA,NA,5.03333333333333,FALSE,"Male",1.79729964960367,TRUE,2,1,1,0,0,1,1,1,0,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,3.75
"1203",1805,"Female",21,"18-24","SA",1,0,1,1,1,0,"iphone",4,3,4,3,2,1,3,5,5,5,5,"No","More than 4 hours",4,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,272,NA,NA,NA,NA,NA,NA,NA,NA,4.53333333333333,TRUE,"Female",1.71079040669439,TRUE,4,1,0,1,0,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,5
"1205",1791,"Female",73,"65-120","VIC",1,0,1,0,0,0,"android",2,1,1,1,1,1,1,5,5,3,4,"No","Less than 1 hour",NA,NA,NA,0,6,0,40,0,8,0,6,0,40,0,10,0,4,0,5,FALSE,16.2857142857143,6,40,8,6,40,10,4,16.2857142857143,0.271428571428571,TRUE,"Female",0.240141127682781,FALSE,2,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4.25
"1206",1807,"Male",38,"35-44","VIC",1,0,0,0,0,0,"android",2,2,3,2,2,2,3,4,4,4,4,"No","2 to 3 hours",NA,NA,NA,1,46,2,35,1,57,3,6,2,39,1,12,1,36,0,3,FALSE,127.285714285714,106,155,117,186,159,72,96,127.285714285714,2.12142857142857,FALSE,"Male",1.13829077248629,FALSE,1,0,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,4
