"","record","gender","age","age_category","state","use_smartphone","use_tablet","use_computer","use_smarttv","use_console","use_other","phonetype","q1","q3","q5","q6","q8","q13","q14","q15","q16","q17","q18","dstraightliner","selfrated_usage","qusage2_iosc1","qusage2_iosc2","noanswerqusage2_ios_r99","qusage2_andr1c1","qusage2_andr1c2","qusage2_andr2c1","qusage2_andr2c2","qusage2_andr3c1","qusage2_andr3c2","qusage2_andr4c1","qusage2_andr4c2","qusage2_andr5c1","qusage2_andr5c2","qusage2_andr6c1","qusage2_andr6c2","qusage2_andr7c1","qusage2_andr7c2","noanswerqusage2_and_r99","unique_psu_responses","problematic_only1uniquepsu","usage_minutes","qusage2_andr_day1","qusage2_andr_day2","qusage2_andr_day3","qusage2_andr_day4","qusage2_andr_day5","qusage2_andr_day6","qusage2_andr_day7","androidusage_minutes","usage_hours","isfemale","malefemale","usage_loghours","iphone_user","device_count","q1_agree","q3_agree","q5_agree","q6_agree","q8_agree","q13_agree","q14_agree","q15_agree","q16_agree","q17_agree","q18_agree","selfrated_usage_rawnumeric","selfrated_usage_numeric","selfrated_min","selfrated_max","selfrated_usage_accuracy","problematic_morethan16hours","problematic_inconsistentselfwithgt8","problematic_morethan12hours","android_day_unique","probelmatic_android_repeat","problematic_missingusage","problematic_missingselfratedusage","has_missingdata","has_validity_issue","retain","probsmart","techconcern"
"1208",1810,"Female",48,"45-54","NSW",1,1,1,0,0,0,"iphone",2,2,4,4,2,2,2,4,3,3,4,"No","3 to 4 hours",3,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,220,NA,NA,NA,NA,NA,NA,NA,NA,3.66666666666667,TRUE,"Female",1.54044504094715,TRUE,3,0,0,1,1,0,0,0,1,0,0,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.5
"1210",1816,"Female",58,"55-64","WA",1,1,0,0,0,0,"iphone",2,2,2,3,2,1,2,3,3,3,3,"No","Less than 1 hour",1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,TRUE,"Female",0.980829253011726,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3
"1211",1817,"Male",27,"25-34","VIC",1,1,1,1,0,0,"iphone",4,5,5,4,5,5,5,5,5,5,4,"No","2 to 3 hours",3,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,230,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333,FALSE,"Male",1.57553636075842,TRUE,4,1,1,1,1,1,1,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.71428571428571,4.75
"1214",1820,"Male",58,"55-64","NT",1,0,0,0,0,0,"android",2,2,1,2,1,2,2,3,3,3,3,"No","Less than 1 hour",NA,NA,NA,0,20,0,15,0,10,0,5,0,15,0,15,0,5,0,3,FALSE,12.1428571428571,20,15,10,5,15,15,5,12.1428571428571,0.202380952380952,FALSE,"Male",0.184303717997946,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,3
"1218",1831,"Female",28,"25-34","VIC",1,0,1,0,1,0,"iphone",3,4,3,4,3,3,3,3,4,3,4,"No","2 to 3 hours",2,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,135,NA,NA,NA,NA,NA,NA,NA,NA,2.25,TRUE,"Female",1.17865499634165,TRUE,3,0,1,0,1,0,0,0,0,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,3.5
"1220",1828,"Female",30,"25-34","SA",1,0,1,0,1,0,"android",2,3,2,5,2,1,2,4,4,4,4,"No","3 to 4 hours",NA,NA,NA,3,17,1,14,2,36,4,27,1,19,2,43,1,57,0,5,FALSE,150.428571428571,197,74,156,267,79,163,117,150.428571428571,2.50714285714286,TRUE,"Female",1.25480170518522,FALSE,3,0,0,0,1,0,0,0,1,1,1,1,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4
"1226",1836,"Female",19,"18-24","TAS",1,0,0,1,0,0,"iphone",3,4,4,4,2,2,3,4,4,4,4,"No","More than 4 hours",6,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,375,NA,NA,NA,NA,NA,NA,NA,NA,6.25,TRUE,"Female",1.98100146886658,TRUE,2,0,1,1,1,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4
"1227",1837,"Female",72,"65-120","VIC",1,1,1,0,0,0,"android",3,2,3,2,2,2,2,4,4,4,4,"No","2 to 3 hours",NA,NA,NA,2,20,1,55,2,14,1,16,2,40,1,15,2,12,0,3,FALSE,118.857142857143,140,115,134,76,160,75,132,118.857142857143,1.98095238095238,TRUE,"Female",1.09224284038263,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,4
"1228",1838,"Male",50,"45-54","NT",1,0,1,1,1,0,"iphone",3,1,4,3,4,1,5,5,3,3,2,"No","2 to 3 hours",5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,305,NA,NA,NA,NA,NA,NA,NA,NA,5.08333333333333,FALSE,"Male",1.80555279136039,TRUE,4,0,0,1,0,1,0,1,1,0,0,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3.25
"1229",1846,"Female",27,"25-34","NSW",1,0,1,0,0,0,"android",2,3,4,4,3,4,3,3,4,4,4,"No","1 to 2 hours",NA,NA,NA,7,13,8,12,7,1,8,5,7,43,4,2,4,4,0,3,FALSE,397.142857142857,433,492,421,485,463,242,244,397.142857142857,6.61904761904762,TRUE,"Female",2.0306513775104,FALSE,2,0,0,1,1,0,1,0,0,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,3.75
"1233",1849,"Male",56,"55-64","NSW",1,0,1,1,0,0,"android",2,2,1,2,2,1,1,3,3,2,4,"No","1 to 2 hours",NA,NA,NA,0,35,0,55,1,10,0,47,1,3,0,27,0,34,0,4,FALSE,47.2857142857143,35,55,70,47,63,27,34,47.2857142857143,0.788095238095238,FALSE,"Male",0.581150940486721,FALSE,3,0,0,0,0,0,0,0,0,0,0,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,3
"1234",1850,"Female",59,"55-64","NSW",1,1,1,0,0,0,"android",4,3,4,3,2,2,4,4,5,5,5,"No","3 to 4 hours",NA,NA,NA,5,10,3,0,0,50,4,20,1,40,0,30,6,30,0,4,FALSE,188.571428571429,310,180,50,260,100,30,390,188.571428571429,3.14285714285714,TRUE,"Female",1.42138568093116,FALSE,3,1,0,1,0,0,0,1,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.75
"1237",1854,"Male",44,"35-44","SA",1,1,0,1,0,0,"iphone",2,2,2,2,1,1,1,5,5,4,4,"No","1 to 2 hours",1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,85,NA,NA,NA,NA,NA,NA,NA,NA,1.41666666666667,FALSE,"Male",0.882389180198474,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,4.5
"1241",1858,"Male",44,"35-44","NSW",1,1,1,1,1,0,"iphone",2,5,1,1,2,2,1,5,5,4,3,"No","2 to 3 hours",1,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,95,NA,NA,NA,NA,NA,NA,NA,NA,1.58333333333333,FALSE,"Male",0.949080554697146,TRUE,5,0,1,0,0,0,0,0,1,1,1,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4.25
"1242",1862,"Male",42,"35-44","NSW",1,0,1,0,0,0,"iphone",4,5,5,4,4,4,5,5,5,4,5,"No","2 to 3 hours",2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,150,NA,NA,NA,NA,NA,NA,NA,NA,2.5,FALSE,"Male",1.25276296849537,TRUE,2,1,1,1,1,1,1,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.42857142857143,4.75
"1243",1864,"Female",27,"25-34","SA",1,1,1,0,1,0,"iphone",4,4,4,2,2,2,4,4,4,5,4,"No","2 to 3 hours",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,180,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,"Female",1.38629436111989,TRUE,4,1,1,1,0,0,0,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.25
"1244",1867,"Female",49,"45-54","WA",1,0,1,0,0,0,"iphone",4,4,4,2,4,2,4,5,5,4,5,"No","1 to 2 hours",3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,193,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667,TRUE,"Female",1.43904492650542,TRUE,2,1,1,1,0,1,0,1,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,4.75
"1246",1868,"Female",37,"35-44","WA",1,0,0,0,0,0,"iphone",4,4,5,2,2,2,4,4,2,4,4,"No","2 to 3 hours",1,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,77,NA,NA,NA,NA,NA,NA,NA,NA,1.28333333333333,TRUE,"Female",0.825636363606024,TRUE,1,1,1,1,0,0,0,1,1,0,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,3.5
"1248",1870,"Male",35,"35-44","VIC",1,1,1,0,0,0,"iphone",3,2,2,2,2,1,2,4,5,4,5,"No","More than 4 hours",6,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,417,NA,NA,NA,NA,NA,NA,NA,NA,6.95,FALSE,"Male",2.07317192866624,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4.5
"1249",1865,"Female",48,"45-54","QLD",1,0,0,0,0,0,"android",5,5,5,5,4,4,2,4,4,4,4,"No","More than 4 hours",NA,NA,NA,4,36,4,21,5,8,6,3,5,11,3,12,3,47,0,3,FALSE,276.857142857143,276,261,308,363,311,192,227,276.857142857143,4.61428571428571,TRUE,"Female",1.7253143698199,FALSE,1,1,1,1,1,1,1,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.28571428571429,4
"1254",1877,"Male",30,"25-34","QLD",1,0,1,1,1,0,"iphone",1,4,5,5,5,5,5,5,5,5,5,"No","3 to 4 hours",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,182,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333,FALSE,"Male",1.39459316393459,TRUE,4,0,1,1,1,1,1,1,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.28571428571429,5
"1255",1880,"Male",67,"65-120","QLD",1,0,1,0,0,0,"android",3,2,2,2,2,2,2,3,4,2,3,"No","1 to 2 hours",NA,NA,NA,2,42,1,35,1,46,2,27,1,49,0,58,0,10,0,3,FALSE,98.1428571428571,162,95,106,147,109,58,10,98.1428571428571,1.63571428571429,FALSE,"Male",0.969154221431223,FALSE,2,0,0,0,0,0,0,0,0,1,0,0,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3
"1259",1881,"Female",37,"35-44","NSW",1,1,1,1,1,0,"android",3,5,4,1,1,2,1,2,5,5,4,"No","1 to 2 hours",NA,NA,NA,1,15,2,10,0,45,1,5,0,50,1,10,0,50,0,5,FALSE,69.2857142857143,75,130,45,65,50,70,50,69.2857142857143,1.1547619047619,TRUE,"Female",0.767680232422512,FALSE,5,0,1,1,0,0,0,0,0,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4
"1260",1888,"Male",61,"55-64","NSW",1,0,1,1,0,0,"android",2,2,2,3,2,1,3,4,4,4,4,"No","1 to 2 hours",NA,NA,NA,1,23,1,47,1,11,2,6,1,58,1,21,2,22,0,4,FALSE,104,83,107,71,126,118,81,142,104,1.73333333333333,FALSE,"Male",1.0055218656021,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4
"1261",1889,"Female",55,"55-64","NSW",1,0,1,0,0,0,"android",5,4,5,4,2,4,4,5,3,5,5,"No","1 to 2 hours",NA,NA,NA,1,35,2,10,1,45,1,25,2,15,1,54,1,42,0,4,FALSE,109.428571428571,95,130,105,85,135,114,102,109.428571428571,1.82380952380952,TRUE,"Female",1.03808686828026,FALSE,2,1,1,1,1,0,1,1,1,0,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4.5
"1266",1900,"Female",48,"45-54","TAS",1,1,1,0,0,0,"iphone",4,4,5,4,4,4,4,4,4,4,4,"No","3 to 4 hours",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,182,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333,TRUE,"Female",1.39459316393459,TRUE,3,1,1,1,1,1,1,1,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.14285714285714,4
"1267",1901,"Male",40,"35-44","NT",1,1,1,1,0,0,"iphone",4,4,5,5,4,4,4,5,4,5,4,"No","More than 4 hours",4,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,260,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,FALSE,"Male",1.67397643357167,TRUE,4,1,1,1,1,1,1,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.28571428571429,4.5
"1268",1897,"Male",38,"35-44","NSW",1,1,1,1,0,0,"iphone",5,4,4,5,5,4,4,4,5,4,4,"No","3 to 4 hours",3,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,230,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333,FALSE,"Male",1.57553636075842,TRUE,4,1,1,1,1,1,1,1,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.42857142857143,4.25
"1269",1902,"Male",41,"35-44","NSW",1,1,1,1,0,0,"iphone",3,2,3,2,3,2,3,4,4,3,3,"No","3 to 4 hours",2,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,169,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667,FALSE,"Male",1.33937744133214,TRUE,4,0,0,0,0,0,0,0,1,1,0,0,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.5
"1270",1910,"Female",54,"45-54","NSW",1,0,0,0,0,0,"android",3,3,2,3,2,5,2,4,4,4,4,"No","3 to 4 hours",NA,NA,NA,3,3,2,42,1,19,4,16,1,17,3,23,2,54,0,4,FALSE,162,183,162,79,256,77,203,174,162,2.7,TRUE,"Female",1.30833281965018,FALSE,1,0,0,0,0,0,1,0,1,1,1,1,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4
"1271",1908,"Male",49,"45-54","QLD",1,0,1,0,0,0,"android",2,2,2,2,1,2,2,4,3,2,4,"No","Less than 1 hour",NA,NA,NA,0,47,1,7,0,34,1,38,0,44,0,43,1,15,0,4,FALSE,58.2857142857143,47,67,34,98,44,43,75,58.2857142857143,0.971428571428571,FALSE,"Male",0.678758443107846,FALSE,2,0,0,0,0,0,0,0,1,0,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,3.25
"1272",1913,"Male",46,"45-54","NSW",1,1,1,1,1,0,"android",3,3,3,4,3,2,2,3,4,4,4,"No","3 to 4 hours",NA,NA,NA,4,45,4,45,4,54,5,35,5,55,4,45,5,35,0,3,FALSE,310.571428571429,285,285,294,335,355,285,335,310.571428571429,5.17619047619048,FALSE,"Male",1.82070165359898,FALSE,5,0,0,0,1,0,0,0,0,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,3.75
"1274",1916,"Male",69,"65-120","QLD",1,1,1,0,0,0,"iphone",1,2,1,2,1,1,1,3,3,5,5,"No","Less than 1 hour",0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,20,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,"Male",0.287682072451781,TRUE,3,0,0,0,0,0,0,0,0,0,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,4
"1278",1926,"Male",45,"45-54","QLD",1,1,1,0,0,0,"iphone",4,2,4,2,3,3,1,4,4,2,5,"No","1 to 2 hours",1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,1.5,FALSE,"Male",0.916290731874155,TRUE,3,1,0,1,0,0,0,0,1,1,0,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,3.75
"1279",1923,"Male",29,"25-34","VIC",1,1,1,1,0,0,"iphone",4,2,3,2,2,3,2,3,3,2,3,"No","2 to 3 hours",2,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,134,NA,NA,NA,NA,NA,NA,NA,NA,2.23333333333333,FALSE,"Male",1.17351359684123,TRUE,4,1,0,0,0,0,0,0,0,0,0,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,2.75
"1281",1929,"Male",58,"55-64","VIC",1,0,1,1,0,0,"android",4,3,4,3,4,3,3,4,3,3,3,"No","More than 4 hours",NA,NA,NA,3,30,4,40,4,25,5,15,4,35,4,20,5,25,0,3,FALSE,275.714285714286,210,280,265,315,275,260,325,275.714285714286,4.5952380952381,FALSE,"Male",1.72191589586079,FALSE,3,1,0,1,0,1,0,0,1,0,0,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3.25
"1283",1938,"Male",41,"35-44","NSW",1,0,1,0,0,0,"iphone",3,3,3,3,3,2,3,5,5,5,5,"No","2 to 3 hours",2,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,157,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667,FALSE,"Male",1.28555279131836,TRUE,2,0,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,5
"1284",1937,"Female",77,"65-120","NSW",1,1,1,0,0,0,"iphone",2,2,2,2,2,2,2,2,5,3,4,"No","1 to 2 hours",3,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,210,NA,NA,NA,NA,NA,NA,NA,NA,3.5,TRUE,"Female",1.50407739677627,TRUE,3,0,0,0,0,0,0,0,0,1,0,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.5
"1286",1931,"Female",40,"35-44","VIC",1,0,0,0,0,0,"android",3,2,2,2,2,2,2,4,5,5,5,"No","2 to 3 hours",NA,NA,NA,2,43,1,18,2,2,1,45,2,56,1,47,2,35,0,4,FALSE,129.428571428571,163,78,122,105,176,107,155,129.428571428571,2.15714285714286,TRUE,"Female",1.14966745946839,FALSE,1,0,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4.75
"1288",1942,"Male",44,"35-44","VIC",1,1,1,1,0,0,"iphone",3,2,4,3,2,2,2,4,4,3,5,"No","Less than 1 hour",0,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,49,NA,NA,NA,NA,NA,NA,NA,NA,0.816666666666667,FALSE,"Male",0.597003320007043,TRUE,4,0,0,1,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4
"1290",1940,"Male",54,"45-54","NSW",1,1,1,1,0,0,"android",3,3,3,3,2,3,3,4,4,5,5,"No","2 to 3 hours",NA,NA,NA,1,5,0,25,1,40,1,10,1,30,1,40,2,30,0,4,FALSE,85.7142857142857,65,25,100,70,90,100,150,85.7142857142857,1.42857142857143,FALSE,"Male",0.887303195000903,FALSE,4,0,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4.5
"1291",1941,"Male",61,"55-64","NSW",1,1,1,0,0,0,"android",2,1,1,1,1,1,1,3,4,4,5,"No","Less than 1 hour",NA,NA,NA,1,14,0,35,1,1,0,16,0,59,1,14,0,27,0,5,FALSE,49.4285714285714,74,35,61,16,59,74,27,49.4285714285714,0.823809523809524,FALSE,"Male",0.600927458463177,FALSE,3,0,0,0,0,0,0,0,0,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4
"1292",1944,"Female",35,"35-44","NSW",1,1,1,1,1,0,"iphone",4,2,2,3,3,2,2,3,4,3,4,"No","More than 4 hours",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,240,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,"Female",1.6094379124341,TRUE,5,1,0,0,0,0,0,0,0,1,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.5
"1293",1947,"Male",75,"65-120","QLD",1,1,0,0,0,0,"iphone",3,4,5,5,3,4,4,4,5,4,5,"No","1 to 2 hours",2,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,151,NA,NA,NA,NA,NA,NA,NA,NA,2.51666666666667,FALSE,"Male",1.25751357125397,TRUE,2,0,1,1,1,0,1,1,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4.5
"1295",1954,"Female",32,"25-34","VIC",1,1,0,0,0,0,"android",3,3,2,2,2,1,1,4,4,3,4,"No","More than 4 hours",NA,NA,NA,11,6,5,57,6,24,10,19,12,19,6,40,0,21,0,4,FALSE,455.142857142857,666,357,384,619,739,400,21,455.142857142857,7.58571428571429,TRUE,"Female",2.15009969248585,FALSE,2,0,0,0,0,0,0,0,1,1,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"1296",1956,"Female",41,"35-44","WA",1,1,0,0,0,0,"android",3,4,3,3,3,4,3,3,3,2,2,"No","More than 4 hours",NA,NA,NA,5,40,4,37,6,0,3,45,5,23,6,45,4,45,0,3,FALSE,316.428571428571,340,277,360,225,323,405,285,316.428571428571,5.27380952380952,TRUE,"Female",1.83638374969805,FALSE,2,0,1,0,0,0,1,0,0,0,0,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,2.5
"1297",1951,"Male",62,"55-64","VIC",1,1,1,1,0,0,"android",1,1,1,1,1,1,1,5,5,3,5,"No","Less than 1 hour",NA,NA,NA,0,4,0,9,0,12,0,4,0,3,0,7,0,11,0,3,FALSE,7.14285714285714,4,9,12,4,3,7,11,7.14285714285714,0.119047619047619,FALSE,"Male",0.11247798342669,FALSE,4,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4.5
"1298",1965,"Female",67,"65-120","QLD",1,1,1,1,0,0,"iphone",2,2,2,2,2,1,1,1,4,3,4,"No","Less than 1 hour",1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,75,NA,NA,NA,NA,NA,NA,NA,NA,1.25,TRUE,"Female",0.810930216216329,TRUE,4,0,0,0,0,0,0,0,0,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,3
